tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary
118N04470,I-35,SOUTHBOUND,CR-70/EXIT 81,MN,DAKOTA,55044,44.64427,-93.29643,44.63991,-93.29719,0.303498,97,America/Chicago,P1.3,USA,101,1,N,1,57628,2,,4,35,2,1,35,44994,355,5624,1,100,1,100,1,1
118-04469,I-35,SOUTHBOUND,CR-2/EXIT 76,MN,SCOTT,55044,44.63991,-93.29719,44.57726,-93.29834,4.357315,98,America/Chicago,P1.3,USA,101,1,N,1,99999,2,,4,35,2,1,35,44994,355,5624,1,100,1,100,1,1
118N04469,I-35,SOUTHBOUND,CR-2/EXIT 76,MN,SCOTT,55020,44.57726,-93.29834,44.56941,-93.29861,0.542599,99,America/Chicago,P1.3,USA,101,1,N,1,99999,2,,4,35,2,1,35,38971,61,5379,1,54,1,54,1,1
118-04468,I-35,SOUTHBOUND,SCOTT/RICE COUNTY LINE,MN,SCOTT,55020,44.56941,-93.29861,44.54461,-93.3007,1.722006,100,America/Chicago,P3.14,USA,101,1,N,1,99999,2,,4,35,2,1,35,37836,5,5333,1,86,1,86,1,1
118N06114,I-35,SOUTHBOUND,RICE/SCOTT COUNTY LINE,MN,RICE,55088,44.54399,-93.30088,44.54327,-93.30112,0.051133,100.5000000000000000,America/Chicago,P3.14,USA,157,1,N,1,99999,2,,4,35,2,1,35,37836,5,5333,1,100,1,100,1,1
118N04468,I-35,SOUTHBOUND,SCOTT/RICE COUNTY LINE,MN,SCOTT,55020,44.54461,-93.3007,44.54399,-93.30088,0.043737,100.5000000000000000,America/Chicago,P3.14,USA,101,1,N,1,99999,2,,4,35,2,1,35,37836,5,5333,1,100,1,100,1,1
118-06113,I-35,SOUTHBOUND,MN-19/EXIT 69,MN,RICE,55057,44.54327,-93.30112,44.47576,-93.29217,4.810642,101,America/Chicago,P1.3,USA,157,1,N,1,99999,2,,4,35,2,1,35,37836,5,5333,1,96,1,96,1,1
118+04384,I-35E,NORTHBOUND,CR-42/EXIT 88,MN,DAKOTA,55306,44.74093,-93.2809,44.74123,-93.28049,0.028933,189,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,4,35,2,1,35E,56000,858,1634,1,100,1,100,1,1
118P04383,I-35E,NORTHBOUND,I-35 E-W SOUTHERN SPLIT,MN,DAKOTA,55306,44.73661,-93.2832,44.74093,-93.2809,0.324770,189.001,America/Chicago,P1.1,USA,90,1,N,1,57628,2,,4,35,2,1,35E,45000,589,1511,1,100,1,100,1,1
118P04384,I-35E,NORTHBOUND,CR-42/EXIT 88,MN,DAKOTA,55337,44.74123,-93.28049,44.74645,-93.2723,0.539973,190,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,4,35,2,1,35E,56000,858,1634,1,54,1,54,1,1
118+04385,I-35E,NORTHBOUND,CR-11/EXIT 90,MN,DAKOTA,55337,44.74645,-93.2723,44.75693,-93.25302,1.196956,191,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,4,35,2,1,35E,56000,858,1634,1,100,1,100,1,1
118P04385,I-35E,NORTHBOUND,CR-11/EXIT 90,MN,DAKOTA,55337,44.75693,-93.25302,44.76183,-93.24336,0.583755,192,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,4,35,2,1,35E,65000,1079,1735,1,58,1,58,1,1
118+04386,I-35E,NORTHBOUND,MN-77/CEDAR AVE/EXIT 92,MN,DAKOTA,55124,44.76183,-93.24336,44.77267,-93.22607,1.131303,193,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,4,35,2,1,35E,65000,1079,1735,1,100,1,100,1,1
118P04386,I-35E,NORTHBOUND,MN-77/CEDAR AVE/EXIT 92,MN,DAKOTA,55122,44.77267,-93.22607,44.78383,-93.20862,1.152183,194,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,4,35,2,1,35E,70886,1223,1801,1,100,1,100,1,1
118+04387,I-35E,NORTHBOUND,CR-32/CLIFF RD/EXIT 93,MN,DAKOTA,55122,44.78383,-93.20862,44.78698,-93.2048,0.287162,195,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,6,35,2,1,35E,71000,1226,1802,1,100,1,100,1,1
118P04387,I-35E,NORTHBOUND,CR-32/CLIFF RD/EXIT 93,MN,DAKOTA,55122,44.78698,-93.2048,44.79354,-93.19873,0.544185,196,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,6,35,2,1,35E,81000,1471,1914,1,54,1,54,1,1
118+04388,I-35E,NORTHBOUND,CR-30/DIFFLEY RD/EXIT 94,MN,DAKOTA,55122,44.79354,-93.19873,44.80063,-93.19328,0.557984,197,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,6,35,2,1,35E,81000,1471,1914,1,56,1,56,1,1
118P04388,I-35E,NORTHBOUND,CR-30/DIFFLEY RD/EXIT 94,MN,DAKOTA,55122,44.80063,-93.19328,44.80853,-93.18723,0.621109,198,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,6,35,2,1,35E,83000,1520,1936,1,62,1,62,1,1
118+04389,I-35E,NORTHBOUND,CR-31/PILOT KNOB RD/EXIT 97A,MN,DAKOTA,55122,44.80853,-93.18723,44.82561,-93.17154,1.535480,199,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,6,35,2,1,35E,83000,1520,1936,1,77,1,77,1,1
118P04389,I-35E,NORTHBOUND,CR-31/PILOT KNOB RD/EXIT 97A,MN,DAKOTA,55121,44.82561,-93.17154,44.8345,-93.16298,0.747669,200,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,6,35,2,1,35E,84744,1563,1956,1,75,1,75,1,1
118+04390,I-35E,NORTHBOUND,CR-28/YANKEE DOODLE RD/EXIT 97B,MN,DAKOTA,55121,44.8345,-93.16298,44.83782,-93.16047,0.260249,201,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,6,35,2,1,35E,98000,1887,2104,1,100,1,100,1,1
118P04390,I-35E,NORTHBOUND,CR-28/YANKEE DOODLE RD/EXIT 97B,MN,DAKOTA,55121,44.83782,-93.16047,44.84053,-93.15842,0.212444,202,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,8,35,2,1,35E,98000,1887,2104,1,100,1,100,1,1
118+04391,I-35E,NORTHBOUND,CR-26/LONE OAK RD/EXIT 98,MN,DAKOTA,55121,44.84053,-93.15842,44.84458,-93.15538,0.316935,203,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,8,35,2,1,35E,99527,1924,2121,1,100,1,100,1,1
118P04391,I-35E,NORTHBOUND,CR-26/LONE OAK RD/EXIT 98,MN,DAKOTA,55121,44.84458,-93.15538,44.85119,-93.15044,0.516771,204,America/Chicago,P1.3,USA,90,1,N,1,57628,2,,8,35,2,1,35E,110000,2181,2239,1,52,1,52,1,1
118+04392,I-35E,NORTHBOUND,I-494/EXIT 99,MN,DAKOTA,55121,44.85119,-93.15044,44.85592,-93.1469,0.369896,205,America/Chicago,P1.1,USA,90,1,N,1,57628,2,,8,35,2,1,35E,110000,2181,2239,1,100,1,100,1,1
118P04392,I-35E,NORTHBOUND,I-494/EXIT 99,MN,DAKOTA,55120,44.85592,-93.1469,44.87167,-93.14415,1.100419,206,America/Chicago,P1.1,USA,90,2,N,1,57628,2,,6,35,2,1,35E,110000,2181,2239,1,100,1,100,1,1
118+04393,I-35E,NORTHBOUND,MN-110/EXIT 101,MN,DAKOTA,55120,44.87167,-93.14415,44.88379,-93.13841,0.887806,207,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,6,35,2,1,35E,83653,938,336,1,89,1,89,1,1
118P04393,I-35E,NORTHBOUND,MN-110/EXIT 101,MN,DAKOTA,55118,44.88379,-93.13841,44.88678,-93.13406,0.297819,208,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,83000,907,289,1,100,1,100,1,1
118+04394,I-35E,NORTHBOUND,MN-13/SIBLEY HWY/EXIT 102,MN,DAKOTA,55118,44.88678,-93.13406,44.89791,-93.1332,0.836742,209,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,87728,1023,342,1,84,1,84,1,1
118P04394,I-35E,NORTHBOUND,MN-13/SIBLEY HWY/EXIT 102,MN,DAKOTA,55118,44.89791,-93.1332,44.90295,-93.13749,0.406863,210,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,94708,1194,420,1,100,1,100,1,1
118+04395,I-35E,NORTHBOUND,SHEPARD RD/EXIT 103A,MN,RAMSEY,55102,44.90295,-93.13749,44.90758,-93.14193,0.386774,211,America/Chicago,P1.3,USA,90,2,N,1,57628,2,1,4,35,2,1,35E,95000,1201,423,1,100,1,100,1,1
118P04395,I-35E,NORTHBOUND,SHEPARD RD/EXIT 103A,MN,RAMSEY,55102,44.90758,-93.14193,44.91098,-93.14384,0.254104,212,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,88488,1041,350,1,100,1,100,1,1
118+04396,I-35E,NORTHBOUND,MN-5/7TH ST/EXIT 103B,MN,RAMSEY,55102,44.91098,-93.14384,44.91309,-93.14418,0.146978,213,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,83000,907,289,1,100,1,100,1,1
118P04396,I-35E,NORTHBOUND,MN-5/7TH ST/EXIT 103B,MN,RAMSEY,55102,44.91309,-93.14418,44.9167,-93.14443,0.249690,214,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,97054,1251,446,1,100,1,100,1,1
118+04397,I-35E,NORTHBOUND,RANDOLPH AVE/EXIT 104A,MN,RAMSEY,55102,44.9167,-93.14443,44.92239,-93.14479,0.393467,215,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,99000,1299,468,1,100,1,100,0,1
118P04397,I-35E,NORTHBOUND,RANDOLPH AVE/EXIT 104A,MN,RAMSEY,55102,44.92239,-93.14479,44.93054,-93.1414,0.619829,216,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,79370,818,248,1,62,1,62,0,1
118+04398,I-35E,NORTHBOUND,VICTORIA ST/EXIT 104C,MN,RAMSEY,55102,44.93054,-93.1414,44.9314,-93.13639,0.256578,217,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,76000,736,210,1,100,1,100,0,1
118P04398,I-35E,NORTHBOUND,VICTORIA ST/EXIT 104C,MN,RAMSEY,55102,44.9314,-93.13639,44.93164,-93.13123,0.253360,218,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,76731,754,218,1,100,1,100,0,1
118+04399,I-35E,NORTHBOUND,ST CLAIR AVE/EXIT 105,MN,RAMSEY,55102,44.93164,-93.13123,44.93412,-93.12663,0.286064,219,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,78000,785,233,1,100,1,100,0,1
118P04399,I-35E,NORTHBOUND,ST CLAIR AVE/EXIT 105,MN,RAMSEY,55102,44.93412,-93.12663,44.93605,-93.12383,0.191127,220,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,78000,785,233,1,100,1,100,0,1
118+04400,I-35E,NORTHBOUND,GRAND AVE/EXIT 106A,MN,RAMSEY,55102,44.93605,-93.12383,44.93919,-93.11727,0.388790,221,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,79000,809,244,1,100,1,100,0,1
118P04400,I-35E,NORTHBOUND,GRAND AVE/EXIT 106A,MN,RAMSEY,55102,44.93919,-93.11727,44.94131,-93.11195,0.298631,222,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,73037,663,177,1,100,1,100,0,1
118+04401,I-35E,NORTHBOUND,KELLOGG BLVD/EXIT 106B,MN,RAMSEY,55102,44.94131,-93.11195,44.94473,-93.1071,0.335388,223,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,71000,613,154,1,100,1,100,0,1
118P04401,I-35E,NORTHBOUND,KELLOGG BLVD/EXIT 106B,MN,RAMSEY,55102,44.94473,-93.1071,44.94496,-93.10679,0.021959,224,America/Chicago,P1.3,USA,90,2,N,1,57628,2,,4,35,2,1,35E,67000,515,110,1,100,1,100,0,1
118+04402,I-35E,NORTHBOUND,I-94/EXIT 107,MN,RAMSEY,55102,44.94496,-93.10679,44.9482,-93.10279,0.298306,225,America/Chicago,P1.1,USA,90,2,N,1,57628,2,,4,35,2,1,35E,67000,515,110,1,100,1,100,0,1
118P04402,I-35E,NORTHBOUND,I-94/EXIT 107,MN,RAMSEY,55101,44.9482,-93.10279,44.95124,-93.09842,0.314388,226,America/Chicago,P1.1,USA,90,2,N,1,57628,2,,4,35,2,1,35E,67000,515,110,1,100,1,100,0,1
118+04318,I-35E,NORTHBOUND,US-10/10TH ST/EXIT 107A,MN,RAMSEY,55101,44.95781,-93.09057,44.95796,-93.09056,0.010374,227,America/Chicago,P1.3,USA,83,2,N,1,57628,2,1,6,35,2,1,35E,144000,3363,2720,1,100,1,100,1,1
118P04318,I-35E,NORTHBOUND,US-10/10TH ST/EXIT 107A,MN,RAMSEY,55101,44.95796,-93.09056,44.9607,-93.09037,0.189561,227.5000000000000000,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,10,35,2,1,35E,144000,3363,2720,1,100,1,100,1,1
118P04317,I-35E,NORTHBOUND,I-94/EXIT 107B,MN,RAMSEY,55101,44.9532,-93.09444,44.95781,-93.09057,0.395759,227.5000000000000000,America/Chicago,P1.1,USA,83,2,N,1,57628,2,,6,35,2,1,35E,144000,3363,2720,1,100,1,100,1,1
118+04319,I-35E,NORTHBOUND,UNIVERSITY AVE/EXIT 107C,MN,RAMSEY,55101,44.9607,-93.09037,44.96094,-93.09036,0.016586,228,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,10,35,2,1,35E,144000,3363,2720,1,100,1,100,1,1
118+04320,I-35E,NORTHBOUND,PENNSYLVANIA AVE/EXIT 108,MN,RAMSEY,55101,44.96094,-93.09036,44.96123,-93.09035,0.020039,230,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,10,35,2,1,35E,144000,3363,2720,1,100,1,100,1,1
118P04320,I-35E,NORTHBOUND,PENNSYLVANIA AVE/EXIT 108,MN,RAMSEY,55101,44.96123,-93.09035,44.96304,-93.09019,0.125348,231,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,10,35,2,1,35E,144000,3363,2720,1,100,1,100,1,1
118P20771,I-35E,NORTHBOUND,CAYUGA ST,MN,RAMSEY,55117,44.96665,-93.08896,44.96773,-93.08867,0.075971,231.5000000000000000,America/Chicago,P1.3,USA,83,2,N,1,57628,2,1,8,35,2,1,35E,92000,2089,2137,1,100,1,100,1,1
118+20771,I-35E,NORTHBOUND,CAYUGA ST,MN,RAMSEY,55101,44.96304,-93.09019,44.96665,-93.08896,0.256727,231.5000000000000000,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,10,35,2,1,35E,92000,2089,2137,1,100,1,100,1,1
118+04321,I-35E,NORTHBOUND,MARYLAND AVE/EXIT 109,MN,RAMSEY,55117,44.96773,-93.08867,44.97369,-93.0885,0.412186,232,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,6,35,2,1,35E,92000,2089,2137,1,100,1,100,1,1
118P04321,I-35E,NORTHBOUND,MARYLAND AVE/EXIT 109,MN,RAMSEY,55117,44.97369,-93.0885,44.98018,-93.08863,0.448439,233,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,6,35,2,1,35E,130713,3037,2571,1,100,1,100,1,1
118+04322,I-35E,NORTHBOUND,WHEELOCK PKY/EXIT 110A,MN,RAMSEY,55117,44.98018,-93.08863,44.98748,-93.08897,0.504582,234,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,6,35,2,1,35E,131000,3044,2574,1,50,1,50,1,1
118P04322,I-35E,NORTHBOUND,WHEELOCK PKY/EXIT 110A,MN,RAMSEY,55117,44.98748,-93.08897,44.99067,-93.08911,0.220472,235,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,131000,3044,2574,1,100,1,100,1,1
118+04323,I-35E,NORTHBOUND,LARPENTEUR AVE/EXIT 110A,MN,RAMSEY,55117,44.99067,-93.08911,44.99184,-93.08916,0.080861,236,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,131000,3044,2574,1,100,1,100,1,1
118P04323,I-35E,NORTHBOUND,LARPENTEUR AVE/EXIT 110A,MN,RAMSEY,55117,44.99184,-93.08916,44.995,-93.08931,0.218418,237,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,131000,3044,2574,1,100,1,100,1,1
118+04324,I-35E,NORTHBOUND,ROSELAWN AVE/EXIT 110B,MN,RAMSEY,55117,44.995,-93.08931,44.99639,-93.08936,0.096052,238,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,130944,3043,2573,1,100,1,100,1,1
118P04324,I-35E,NORTHBOUND,ROSELAWN AVE/EXIT 110B,MN,RAMSEY,55117,44.99639,-93.08936,45.00188,-93.08944,0.379272,239,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,130000,3020,2563,1,100,1,100,1,1
118+04325,I-35E,NORTHBOUND,MN-36/EXIT 111,MN,RAMSEY,55117,45.00188,-93.08944,45.00739,-93.08952,0.380658,240,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,130000,3020,2563,1,100,1,100,1,1
118P04325,I-35E,NORTHBOUND,MN-36/EXIT 111,MN,RAMSEY,55117,45.00739,-93.08952,45.01368,-93.0896,0.434554,241,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,10,35,2,1,35E,128164,2975,2542,1,100,1,100,1,1
118+04326,I-35E,NORTHBOUND,LITTLE CANADA RD/EXIT 112,MN,RAMSEY,55117,45.01368,-93.0896,45.01978,-93.08966,0.421404,242,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,125000,2897,2507,1,100,1,100,1,1
118P04326,I-35E,NORTHBOUND,LITTLE CANADA RD/EXIT 112,MN,RAMSEY,55117,45.01978,-93.08966,45.02158,-93.08962,0.124360,243,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,120000,2775,2451,1,100,1,100,1,1
118+04327,I-35E,NORTHBOUND,US-10,MN,RAMSEY,55117,45.02158,-93.08962,45.02642,-93.08952,0.334389,244,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,8,35,2,1,35E,120000,2775,2451,1,100,1,100,1,1
118P04327,I-35E,NORTHBOUND,US-10,MN,RAMSEY,55117,45.02642,-93.08952,45.03079,-93.08978,0.302521,245,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,6,35,2,1,35E,120000,2775,2451,1,100,1,100,1,1
118+04328,I-35E,NORTHBOUND,I-694,MN,RAMSEY,55117,45.03079,-93.08978,45.03532,-93.08489,0.432751,246,America/Chicago,P1.1,USA,83,2,N,1,57628,2,,6,35,2,1,35E,120000,2775,2451,1,100,1,100,1,1
118P04328,I-35E,NORTHBOUND,I-694,MN,RAMSEY,55117,45.03532,-93.08489,45.03616,-93.07833,0.325589,246.5000000000000000,America/Chicago,P1.1,USA,83,2,N,1,57628,2,,6,35,2,1,35E,123726,2803,2163,1,100,1,100,1,1
118P04155,I-35E,NORTHBOUND,I-35E/I-694/US-10/EXIT 46,MN,RAMSEY,55117,45.03508,-93.08435,45.03616,-93.07833,0.303251,246.5000000000000000,America/Chicago,P1.1,USA,71,1,N,1,57628,2,,6,694,2,1,694,117956,2625,3317,1,100,1,100,1,1
118+04156,I-35E,NORTHBOUND,I-35E/I-694/EXIT 47,MN,RAMSEY,55127,45.03616,-93.07833,45.03664,-93.07313,0.256088,247,America/Chicago,P1.1,USA,71,1,N,1,57628,2,,12,35,2,1,35E,129000,2843,1756,1,100,1,100,1,1
118P04156,I-35E,NORTHBOUND,I-35E/I-694/EXIT 47,MN,RAMSEY,55127,45.03664,-93.07313,45.03677,-93.06781,0.259856,247.5000000000000000,America/Chicago,P1.1,USA,71,1,N,1,57628,2,,12,35,2,1,35E,129000,2843,1756,1,100,1,100,1,1
118P04268,I-35E,NORTHBOUND,I-694/EXIT 114,MN,RAMSEY,55127,45.03677,-93.06781,45.04229,-93.06131,0.550052,248,America/Chicago,P1.1,USA,77,1,N,1,57628,2,,6,35,2,1,35E,54528,1018,922,1,55,1,55,1,1
118+04269,I-35E,NORTHBOUND,COUNTY E/EXIT 115,MN,RAMSEY,55110,45.04229,-93.06131,45.04601,-93.06042,0.260634,249,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,85000,1765,1264,1,100,1,100,1,1
118P04269,I-35E,NORTHBOUND,COUNTY E/EXIT 115,MN,RAMSEY,55110,45.04601,-93.06042,45.05373,-93.05773,0.549733,250,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,83724,1734,1250,1,55,1,55,1,1
118+04270,I-35E,NORTHBOUND,CR-96/EXIT 117,MN,RAMSEY,55110,45.05373,-93.05773,45.07568,-93.05242,1.540686,251,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,67000,1324,1062,1,77,1,77,1,1
118P04270,I-35E,NORTHBOUND,CR-96/EXIT 117,MN,RAMSEY,55110,45.07568,-93.05242,45.08286,-93.05281,0.496538,252,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,56968,1078,950,1,100,1,100,1,1
118+04271,I-35E,NORTHBOUND,COUNTY J/EXIT 120,MN,RAMSEY,55110,45.08286,-93.05281,45.1206,-93.04956,2.617972,253,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,56000,1054,939,1,87,1,87,1,1
118P04271,I-35E,NORTHBOUND,COUNTY J/EXIT 120,MN,RAMSEY,55110,45.1206,-93.04956,45.12399,-93.04958,0.234276,254,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,51241,937,886,1,100,1,100,1,1
118+04272,I-35E,NORTHBOUND,CR-14/EXIT 123,MN,ANOKA,55038,45.12399,-93.04958,45.1595,-93.03112,2.692023,255,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,4,35,2,1,35E,50000,907,872,1,90,1,90,1,1
118P04272,I-35E,NORTHBOUND,CR-14/EXIT 123,MN,ANOKA,55038,45.1595,-93.03112,45.1688,-93.0302,0.646340,256,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,4,35,2,1,35E,50000,907,872,1,65,1,65,1,1
118P04273,I-35E,NORTHBOUND,I-35 E-W NORTHERN SPLIT,MN,ANOKA,55038,45.21828,-93.02786,45.22492,-93.02788,0.459700,256.5000000000000000,America/Chicago,P1.1,USA,77,1,N,1,57628,2,,4,35,2,1,35E,42000,711,782,1,100,1,100,1,1
118+04273,I-35E,NORTHBOUND,I-35 E-W NORTHERN SPLIT,MN,ANOKA,55038,45.1688,-93.0302,45.21828,-93.02786,3.423734,257,America/Chicago,P1.1,USA,77,1,N,1,57628,2,,4,35,2,1,35E,42000,711,782,1,100,1,100,1,1
118-04272,I-35E,SOUTHBOUND,CR-14/EXIT 123,MN,ANOKA,55038,45.21848,-93.02922,45.16872,-93.03061,3.439386,2,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,4,35,2,1,35E,42010,712,791,1,100,1,100,1,1
118N04273,I-35E,SOUTHBOUND,I-35 E-W NORTHERN SPLIT,MN,ANOKA,55038,45.22259,-93.0291,45.21848,-93.02922,0.283986,2.5000000000000000,America/Chicago,P1.1,USA,77,1,N,1,57628,2,,4,35,2,1,35E,42000,711,782,1,100,1,100,1,1
118N04272,I-35E,SOUTHBOUND,CR-14/EXIT 123,MN,ANOKA,55038,45.16872,-93.03061,45.1544,-93.03164,0.992295,3,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,4,35,2,1,35E,50000,907,872,1,99,1,99,1,1
118-04271,I-35E,SOUTHBOUND,COUNTY J/EXIT 120,MN,ANOKA,55038,45.1544,-93.03164,45.12399,-93.04983,2.332478,4,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,4,35,2,1,35E,50000,907,872,1,100,1,100,1,1
118N04271,I-35E,SOUTHBOUND,COUNTY J/EXIT 120,MN,RAMSEY,55110,45.12399,-93.04983,45.12104,-93.04982,0.203891,5,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,50000,907,872,1,100,1,100,1,1
118-04270,I-35E,SOUTHBOUND,CR-96/EXIT 117,MN,RAMSEY,55127,45.12104,-93.04982,45.08312,-93.05307,2.630468,6,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,56000,1054,939,1,88,1,88,1,1
118N04270,I-35E,SOUTHBOUND,CR-96/EXIT 117,MN,RAMSEY,55127,45.08312,-93.05307,45.0758,-93.05278,0.506056,7,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,56736,1072,947,1,51,1,51,1,1
118-04269,I-35E,SOUTHBOUND,COUNTY E/EXIT 115,MN,RAMSEY,55127,45.0758,-93.05278,45.05387,-93.05797,1.538735,8,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,67000,1324,1062,1,77,1,77,1,1
118N04269,I-35E,SOUTHBOUND,COUNTY E/EXIT 115,MN,RAMSEY,55127,45.05387,-93.05797,45.04646,-93.06055,0.527572,9,America/Chicago,P1.3,USA,77,1,N,1,57628,2,,6,35,2,1,35E,83479,1728,1247,1,53,1,53,1,1
118-04268,I-35E,SOUTHBOUND,I-694/EXIT 114,MN,RAMSEY,55127,45.04646,-93.06055,45.04383,-93.06122,0.184640,10,America/Chicago,P1.1,USA,77,1,N,1,57628,2,,6,35,2,1,35E,85000,1765,1264,1,100,1,100,1,1
118N04268,I-35E,SOUTHBOUND,I-694/EXIT 114,MN,RAMSEY,55127,45.04383,-93.06122,45.03691,-93.07361,0.910308,11,America/Chicago,P1.1,USA,77,1,N,1,57628,2,,6,35,2,1,35E,82222,1697,1232,1,91,1,91,1,1
118N04156,I-35E,SOUTHBOUND,I-35E/I-694/EXIT 47,MN,RAMSEY,55127,45.03712,-93.07122,45.03691,-93.07361,0.117570,11.5000000000000000,America/Chicago,P1.1,USA,71,1,N,1,57628,2,,12,35,2,1,35E,129000,2843,1756,1,100,1,100,1,1
118-04155,I-35E,SOUTHBOUND,I-35E/I-694/US-10/EXIT 46,MN,RAMSEY,55127,45.03691,-93.07361,45.0359,-93.08245,0.437378,12,America/Chicago,P1.1,USA,71,1,N,1,57628,2,,12,35,2,1,35E,127606,2832,1864,1,100,1,100,1,1
118N04328,I-35E,SOUTHBOUND,I-694,MN,RAMSEY,55117,45.03553,-93.08506,45.03494,-93.08727,0.115821,12.5000000000000000,America/Chicago,P1.1,USA,83,2,N,1,57628,2,,6,35,2,1,35E,120000,2775,2451,1,100,1,100,1,1
118N04155,I-35E,SOUTHBOUND,I-35E/I-694/US-10/EXIT 46,MN,RAMSEY,55127,45.0359,-93.08245,45.03553,-93.08506,0.129950,12.5000000000000000,America/Chicago,P1.1,USA,71,1,N,1,57628,2,,6,35,2,1,35E,120000,2775,2451,1,100,1,100,1,1
118N04327,I-35E,SOUTHBOUND,US-10,MN,RAMSEY,55117,45.0338,-93.08899,45.03079,-93.0901,0.219908,13,America/Chicago,P1.3,USA,83,2,N,1,57628,2,,6,35,2,1,35E,120000,2775,2451,1,100,1,100,1,1
